day,month,year,tmax,tmin,precip,srad
25,5,1988,29.40,21.00,0.00,17.87
26,5,1988,28.20,21.40,0.00,14.65
27,5,1988,28.60,20.60,2.00,19.80
28,5,1988,27.40,19.00,10.70,14.77
29,5,1988,29.40,19.60,0.00,21.12
30,5,1988,27.80,20.00,0.00,17.77
31,5,1988,29.00,20.20,0.00,20.62
1,6,1988,27.29,19.09,0.00,22.21
2,6,1988,26.76,16.96,1.60,20.88
3,6,1988,27.50,18.50,19.00,20.79
4,6,1988,28.49,17.89,43.70,19.86
5,6,1988,29.28,18.38,47.90,18.13
6,6,1988,30.20,20.10,13.60,21.15
7,6,1988,30.61,19.81,10.30,16.81
8,6,1988,30.33,19.73,0.00,20.34
9,6,1988,30.16,18.96,0.00,17.76
10,6,1988,29.02,19.02,0.00,17.67
11,6,1988,29.39,19.79,0.00,17.52
12,6,1988,29.67,19.47,0.00,17.48
13,6,1988,28.01,20.41,1.20,19.15
14,6,1988,30.34,19.34,0.00,17.22
15,6,1988,29.07,18.27,0.00,18.64
16,6,1988,28.53,19.63,0.00,20.42
17,6,1988,28.97,19.07,0.00,21.25
18,6,1988,29.74,19.54,14.00,14.33
19,6,1988,28.26,18.96,78.90,13.31
20,6,1988,27.34,19.34,19.00,17.49
21,6,1988,29.09,18.29,0.00,19.48
22,6,1988,27.96,17.96,0.00,18.78
23,6,1988,26.27,18.07,1.70,18.54
24,6,1988,29.25,18.25,0.00,18.49
25,6,1988,26.56,18.36,0.40,22.02
26,6,1988,29.32,19.12,24.50,20.42
27,6,1988,27.06,18.86,0.00,16.78
28,6,1988,29.20,19.20,12.60,19.40
29,6,1988,27.64,19.34,8.50,18.63
30,6,1988,28.25,19.45,0.00,19.58
1,7,1988,28.40,19.60,0.00,19.35
2,7,1988,26.80,19.40,9.30,14.87
3,7,1988,25.40,19.20,16.50,12.47
4,7,1988,25.20,18.40,0.60,10.53
5,7,1988,25.60,18.60,26.80,12.34
6,7,1988,26.40,18.80,23.50,17.15
7,7,1988,26.20,18.20,26.50,17.31
8,7,1988,26.20,19.20,0.00,14.91
9,7,1988,28.00,19.50,0.00,17.18
10,7,1988,28.60,18.20,0.10,20.51
11,7,1988,27.40,17.80,0.00,16.75
12,7,1988,27.60,18.30,0.00,20.24
13,7,1988,28.00,19.00,0.00,17.69
14,7,1988,29.60,18.00,0.00,22.99
15,7,1988,29.00,19.00,0.00,19.69
16,7,1988,29.60,18.50,0.00,18.95
17,7,1988,28.60,18.80,0.00,21.09
18,7,1988,29.00,18.00,0.00,19.29
19,7,1988,28.80,17.60,0.00,22.35
20,7,1988,29.00,18.90,0.10,16.44
21,7,1988,27.80,19.40,0.00,14.33
22,7,1988,28.40,18.60,0.20,19.22
23,7,1988,27.80,19.20,0.00,12.68
24,7,1988,29.40,19.20,2.00,18.20
25,7,1988,28.90,19.20,0.20,19.13
26,7,1988,27.20,19.20,0.00,11.96
27,7,1988,29.40,17.60,0.00,25.32
28,7,1988,30.40,17.00,0.00,20.89
29,7,1988,30.80,17.40,0.00,24.61
30,7,1988,28.20,17.40,0.00,19.71
31,7,1988,27.60,18.60,7.50,18.51
1,8,1988,28.40,18.00,11.80,19.15
2,8,1988,26.40,18.40,6.60,17.62
3,8,1988,28.60,19.40,1.30,19.97
4,8,1988,30.00,20.20,0.00,22.79
5,8,1988,31.00,19.70,0.00,22.04
6,8,1988,30.60,19.70,0.00,20.67
7,8,1988,30.80,18.60,0.00,25.37
8,8,1988,28.00,19.80,2.40,14.17
9,8,1988,30.20,19.40,0.10,21.84
10,8,1988,30.60,20.00,0.00,22.03
11,8,1988,30.00,19.80,0.00,17.36
12,8,1988,30.40,19.00,0.00,26.95
13,8,1988,30.20,20.00,2.10,18.18
14,8,1988,28.80,18.40,1.60,13.17
15,8,1988,29.60,18.20,0.40,18.70
16,8,1988,29.40,18.80,13.30,16.83
17,8,1988,24.40,19.20,8.30,9.90
18,8,1988,30.40,17.30,0.00,24.77
19,8,1988,27.00,19.20,28.50,15.94
20,8,1988,26.00,18.30,3.00,14.68
21,8,1988,25.80,19.40,4.40,14.22
22,8,1988,27.20,18.40,0.10,18.21
23,8,1988,30.00,18.60,0.00,25.71
24,8,1988,30.00,20.00,0.00,25.89
25,8,1988,28.40,19.50,4.50,16.35
26,8,1988,28.40,19.20,16.90,18.12
27,8,1988,25.20,19.00,31.40,11.74
28,8,1988,28.80,19.40,0.50,19.91
29,8,1988,28.40,18.00,45.10,20.73
30,8,1988,28.40,17.80,24.40,17.06
31,8,1988,21.00,18.20,27.50,10.17
1,9,1988,28.30,17.20,21.60,18.69
2,9,1988,27.00,18.30,0.30,18.70
3,9,1988,29.00,18.60,0.00,17.59
4,9,1988,29.60,19.40,0.00,25.97
5,9,1988,30.00,19.60,0.00,22.93
6,9,1988,30.60,19.00,0.00,26.97
7,9,1988,29.20,19.60,12.10,17.95
8,9,1988,26.00,17.20,3.30,11.34
9,9,1988,27.60,17.30,0.00,22.49
10,9,1988,25.80,19.80,29.10,12.96
11,9,1988,27.40,18.00,45.30,18.78
12,9,1988,22.00,18.00,39.10,9.73
13,9,1988,27.20,18.40,8.40,14.26
14,9,1988,26.00,18.80,0.00,12.64
15,9,1988,28.80,17.50,0.60,24.30
16,9,1988,30.20,19.20,0.10,24.79
17,9,1988,29.80,18.80,0.00,23.34
18,9,1988,29.00,18.40,0.50,22.36
19,9,1988,27.40,19.40,21.00,14.91
20,9,1988,29.00,18.40,8.60,16.53
21,9,1988,27.80,18.60,0.00,20.41
22,9,1988,28.60,17.80,0.00,20.25
23,9,1988,28.60,19.50,0.00,18.30
24,9,1988,30.00,19.80,29.20,23.64
25,9,1988,29.80,19.00,0.00,21.36
26,9,1988,29.60,20.40,0.00,19.73
27,9,1988,29.20,17.60,0.00,25.71
28,9,1988,29.60,19.20,0.00,22.30
29,9,1988,29.20,19.80,0.00,17.12
30,9,1988,27.40,18.80,1.40,21.47
1,10,1988,27.40,19.40,12.40,13.70
2,10,1988,25.80,18.40,12.10,14.17
3,10,1988,27.60,19.30,0.00,19.17
4,10,1988,28.60,19.80,0.00,22.70
5,10,1988,29.80,20.20,7.70,23.01
6,10,1988,28.60,19.60,0.80,17.35
7,10,1988,28.40,19.40,0.00,17.17
8,10,1988,27.60,18.00,0.00,14.58
9,10,1988,28.60,20.00,0.00,18.75
10,10,1988,30.40,18.00,0.00,24.35
11,10,1988,30.00,19.40,0.00,21.44
12,10,1988,28.20,19.60,0.00,13.72
13,10,1988,26.40,19.20,5.00,11.14
14,10,1988,26.00,18.60,22.60,10.48
15,10,1988,23.80,18.60,5.00,11.43
16,10,1988,25.60,17.80,2.20,18.28
17,10,1988,24.60,18.00,2.40,13.47
18,10,1988,25.80,19.10,0.10,13.29
19,10,1988,27.60,18.40,0.00,20.12
20,10,1988,29.20,19.40,12.50,19.93
21,10,1988,27.00,18.80,2.00,17.84
22,10,1988,26.20,19.00,0.00,11.00
23,10,1988,28.90,17.60,0.00,25.24
24,10,1988,29.60,18.30,0.00,25.52
25,10,1988,28.20,19.40,0.00,18.53
26,10,1988,28.20,19.00,0.70,24.66
27,10,1988,28.40,19.40,14.00,13.59
28,10,1988,23.80,19.00,3.70,9.32
29,10,1988,28.00,18.00,0.00,24.71
30,10,1988,28.40,18.90,2.00,16.51
31,10,1988,26.40,19.40,0.00,15.07
1,11,1988,26.20,18.80,19.00,12.86
2,11,1988,27.00,19.20,54.00,16.43
3,11,1988,26.80,17.30,0.00,17.66
4,11,1988,29.00,17.80,0.00,21.68
5,11,1988,30.40,19.20,0.00,25.07
6,11,1988,26.20,18.40,22.00,9.18
7,11,1988,27.60,18.60,13.00,15.99
8,11,1988,26.60,19.40,34.30,16.28
9,11,1988,25.60,18.30,4.30,13.16
10,11,1988,28.80,19.60,22.60,15.77
11,11,1988,26.00,18.00,7.90,12.81
12,11,1988,26.00,19.40,5.00,14.49
13,11,1988,27.00,19.10,26.30,16.00
14,11,1988,26.90,18.20,8.90,13.37
15,11,1988,26.60,19.40,30.00,13.04
16,11,1988,26.60,18.80,8.20,13.94
17,11,1988,27.60,20.00,0.00,16.22
18,11,1988,27.40,18.00,7.40,13.75
19,11,1988,26.20,19.60,6.20,12.66
20,11,1988,25.40,18.80,9.00,12.03
21,11,1988,27.00,18.90,9.50,15.83
22,11,1988,27.00,19.00,0.90,14.13
23,11,1988,26.70,18.20,21.00,18.37
24,11,1988,23.40,19.20,18.10,8.94
25,11,1988,27.20,18.20,6.00,15.75
26,11,1988,27.10,20.00,42.90,14.52
27,11,1988,27.50,20.20,9.40,14.66
28,11,1988,27.40,19.00,6.50,14.49
29,11,1988,24.60,19.00,13.20,9.79
30,11,1988,27.00,18.40,0.20,16.42
1,12,1988,26.20,19.20,0.00,14.30
2,12,1988,26.30,19.00,2.00,13.53
3,12,1988,24.20,18.60,14.00,9.75
4,12,1988,25.20,18.70,9.60,13.51
5,12,1988,25.60,18.00,24.60,13.35
6,12,1988,25.60,19.00,11.70,9.88
7,12,1988,26.00,19.40,8.00,12.28
8,12,1988,25.40,19.40,0.00,14.07
9,12,1988,26.00,19.40,0.00,13.62
10,12,1988,27.50,18.50,0.00,19.76
11,12,1988,28.30,20.00,0.10,21.70
12,12,1988,27.90,19.20,0.00,16.60
13,12,1988,26.40,18.00,0.70,11.50
14,12,1988,26.60,18.40,0.00,11.64
15,12,1988,28.00,18.20,0.00,20.48
16,12,1988,28.20,18.00,0.00,20.03
17,12,1988,29.40,17.60,0.00,23.17
18,12,1988,26.80,16.80,44.20,15.38
19,12,1988,27.40,18.80,0.00,14.19
20,12,1988,28.30,18.00,0.00,24.08
21,12,1988,28.40,18.40,0.00,22.28
22,12,1988,27.60,17.00,0.00,21.24
23,12,1988,26.30,18.20,2.30,13.30
24,12,1988,28.20,18.00,0.00,14.95
25,12,1988,25.90,17.40,1.00,12.41
26,12,1988,26.30,18.80,4.40,11.81
27,12,1988,27.00,18.00,0.00,15.88
28,12,1988,27.60,19.00,0.00,15.28
29,12,1988,25.20,18.60,39.40,10.63
30,12,1988,25.40,19.00,17.50,13.20
31,12,1988,26.60,18.80,3.10,14.56
1,1,1989,26.00,18.00,64.30,11.55
2,1,1989,23.40,18.40,11.00,9.75
3,1,1989,26.20,17.80,0.50,16.55
4,1,1989,27.80,18.00,0.00,20.63
5,1,1989,25.00,18.60,0.40,9.93
6,1,1989,27.00,19.60,0.00,16.74
7,1,1989,28.20,19.30,0.00,17.97
8,1,1989,26.40,18.30,6.40,14.96
9,1,1989,28.60,17.60,0.00,24.23
10,1,1989,26.20,18.80,0.00,13.78
11,1,1989,28.00,18.20,0.30,15.62
12,1,1989,29.20,17.20,0.00,24.47
13,1,1989,25.80,19.00,1.60,11.55
14,1,1989,28.40,19.20,0.70,15.84
15,1,1989,29.20,19.60,0.00,20.13
16,1,1989,29.60,18.60,0.00,21.08
17,1,1989,28.60,19.00,0.00,17.43
18,1,1989,29.20,19.20,0.00,17.46
19,1,1989,29.60,19.60,2.80,22.71
20,1,1989,29.60,19.00,0.00,24.28
21,1,1989,28.40,19.20,0.00,15.85
22,1,1989,27.00,19.80,2.90,13.25
23,1,1989,29.80,18.20,0.00,21.77
24,1,1989,29.20,17.40,0.00,22.11
25,1,1989,28.20,19.20,0.00,11.15
26,1,1989,29.60,19.40,0.40,19.55
27,1,1989,25.20,19.00,16.20,10.10
28,1,1989,24.80,19.80,2.70,10.12
29,1,1989,27.40,19.80,13.40,13.72
30,1,1989,27.80,19.40,0.00,14.84
31,1,1989,28.00,19.20,1.00,15.96
1,2,1989,25.60,19.40,6.20,13.01
2,2,1989,26.40,18.80,9.00,11.94
3,2,1989,24.60,19.60,9.00,10.07
4,2,1989,24.60,18.20,5.30,11.82
5,2,1989,27.00,18.00,4.20,15.31
6,2,1989,28.60,18.00,0.00,20.71
7,2,1989,28.80,19.00,0.20,20.42
8,2,1989,29.00,18.20,0.00,17.77
9,2,1989,25.20,19.60,5.60,11.29
10,2,1989,25.60,19.60,23.00,10.52
11,2,1989,23.50,19.40,1.90,9.58
12,2,1989,28.60,18.20,6.80,23.31
13,2,1989,27.60,18.00,0.00,15.68
14,2,1989,28.40,18.00,0.00,21.30
15,2,1989,28.80,17.60,0.00,23.58
16,2,1989,28.40,18.00,0.00,21.21
17,2,1989,27.00,18.70,0.00,12.09
18,2,1989,27.80,17.00,0.00,19.99
19,2,1989,27.80,19.40,0.00,14.39
20,2,1989,25.60,19.00,2.30,12.15
21,2,1989,27.80,20.00,3.70,14.11
22,2,1989,27.10,19.20,6.60,17.36
23,2,1989,23.60,19.20,17.80,9.62
24,2,1989,27.40,19.00,0.00,18.38
25,2,1989,25.20,18.80,0.00,10.46
26,2,1989,26.80,19.40,17.80,12.91
27,2,1989,28.40,20.00,2.20,19.43
28,2,1989,29.80,19.40,0.00,21.57
1,3,1989,30.50,19.60,0.00,27.29
2,3,1989,30.40,19.10,0.00,25.69
3,3,1989,30.20,19.70,0.00,23.11
4,3,1989,28.60,18.00,5.70,21.33
5,3,1989,23.60,19.20,2.90,9.75
6,3,1989,27.80,19.20,0.20,22.03
7,3,1989,26.60,20.00,5.60,14.36
8,3,1989,23.60,19.40,0.50,10.93
9,3,1989,27.30,19.00,1.30,17.00
10,3,1989,27.60,18.80,0.00,16.53
11,3,1989,26.20,18.80,0.00,14.90
12,3,1989,26.00,18.80,0.00,12.61
13,3,1989,24.30,18.00,8.80,9.99
14,3,1989,24.60,18.30,0.20,10.49
15,3,1989,27.20,18.60,0.60,17.40
16,3,1989,26.20,19.10,25.30,11.16
17,3,1989,26.20,18.00,3.30,17.91
18,3,1989,25.80,19.00,42.00,12.32
19,3,1989,26.40,18.00,0.50,14.30
20,3,1989,22.80,18.80,14.00,9.87
21,3,1989,26.80,19.00,0.00,15.96
22,3,1989,27.30,17.90,0.00,17.28
23,3,1989,27.60,17.60,0.40,24.03
24,3,1989,26.20,17.20,0.00,14.48
25,3,1989,28.60,18.40,14.20,19.58
26,3,1989,27.80,19.00,0.40,12.35
27,3,1989,27.60,18.00,0.00,18.43
28,3,1989,25.40,18.80,1.80,14.15
29,3,1989,28.20,16.40,0.00,23.68
30,3,1989,29.20,16.80,0.00,26.47
31,3,1989,27.00,18.00,1.50,17.26
1,4,1989,26.40,18.20,1.30,13.98
2,4,1989,24.40,19.40,5.50,11.02
3,4,1989,25.20,18.40,1.70,11.02
4,4,1989,28.40,18.30,25.50,22.15
5,4,1989,28.20,18.00,0.90,14.94
6,4,1989,25.60,19.40,0.00,10.19
7,4,1989,29.20,18.40,0.00,26.03
8,4,1989,29.60,19.40,9.40,24.54
9,4,1989,28.40,19.80,0.00,14.57
10,4,1989,27.20,18.80,0.10,11.63
11,4,1989,28.60,19.20,3.30,16.83
12,4,1989,27.60,19.40,19.10,12.10
13,4,1989,28.60,19.60,0.10,19.08
14,4,1989,27.60,20.40,41.00,11.76
15,4,1989,27.00,18.80,1.20,12.07
16,4,1989,29.40,19.50,2.20,19.67
17,4,1989,29.40,17.80,16.60,20.29
18,4,1989,29.20,20.00,20.00,25.11
19,4,1989,29.20,19.00,0.00,23.47
20,4,1989,28.40,19.80,0.00,19.26
21,4,1989,29.80,18.40,2.00,24.22
22,4,1989,29.40,20.80,0.40,24.99
23,4,1989,28.80,18.20,0.00,13.74
24,4,1989,28.40,19.60,0.00,11.64
25,4,1989,30.20,19.00,0.70,23.30
26,4,1989,28.00,20.20,2.50,10.33
27,4,1989,28.00,18.90,0.00,17.97
28,4,1989,27.10,19.00,0.00,13.65
29,4,1989,28.20,19.80,4.50,13.95
30,4,1989,28.50,18.00,3.10,18.85
1,5,1989,28.40,19.60,39.80,15.02
2,5,1989,27.60,18.40,0.00,20.70
3,5,1989,25.00,18.40,0.20,10.87
4,5,1989,28.60,18.00,0.00,24.58
5,5,1989,28.80,19.00,4.90,18.87
6,5,1989,23.70,18.00,0.40,9.57
7,5,1989,30.00,18.20,5.50,23.84
8,5,1989,25.60,17.80,21.10,12.68
9,5,1989,28.80,17.70,6.80,23.46
10,5,1989,27.60,19.00,10.20,13.89
11,5,1989,29.20,17.60,0.00,26.82
12,5,1989,29.60,19.70,7.60,25.53
13,5,1989,26.40,18.20,0.40,15.86
14,5,1989,27.60,18.60,0.00,19.40
15,5,1989,27.80,19.00,0.00,20.77
16,5,1989,30.20,19.30,0.00,26.62
17,5,1989,27.80,18.80,0.00,17.16
18,5,1989,29.60,19.60,0.10,16.67
19,5,1989,28.20,18.20,0.00,17.72
20,5,1989,30.60,20.00,0.00,19.39
21,5,1989,28.30,19.00,0.00,13.99
22,5,1989,29.40,20.00,0.20,17.50
23,5,1989,29.60,20.40,0.20,16.86
24,5,1989,28.00,19.80,18.60,16.93
25,5,1989,24.00,19.60,8.20,9.64
26,5,1989,25.60,19.00,1.80,15.73
27,5,1989,29.80,18.80,12.00,21.81
28,5,1989,26.80,18.40,0.00,13.11
29,5,1989,27.60,17.20,0.00,19.93
30,5,1989,27.80,19.50,0.00,17.79
31,5,1989,29.60,20.10,0.00,20.49
1,6,1989,29.60,20.40,0.00,20.78
2,6,1989,29.40,19.00,1.00,18.64
3,6,1989,22.80,19.20,8.90,9.25
4,6,1989,27.60,17.80,0.00,18.60
5,6,1989,28.00,19.90,0.00,15.72
6,6,1989,27.60,20.00,0.00,19.47
7,6,1989,26.70,19.90,17.20,16.90
8,6,1989,27.80,17.60,14.20,18.99
9,6,1989,27.60,19.20,1.30,14.47
10,6,1989,30.00,19.40,5.70,21.97
11,6,1989,27.00,18.80,0.20,13.55
12,6,1989,28.80,19.80,27.50,19.24
13,6,1989,26.40,18.40,16.90,15.03
14,6,1989,28.60,18.00,0.00,21.47
15,6,1989,29.40,19.40,0.00,20.71
16,6,1989,29.60,19.60,0.00,21.00
17,6,1989,28.60,18.00,0.30,17.40
18,6,1989,28.40,18.80,0.00,17.39
19,6,1989,28.80,19.50,0.00,18.73
20,6,1989,26.60,19.00,0.90,11.55
21,6,1989,27.80,19.00,0.60,13.35
22,6,1989,29.20,18.60,0.00,22.01
23,6,1989,27.00,20.40,2.10,9.61
24,6,1989,28.10,17.80,6.80,19.32
25,6,1989,25.00,18.50,3.20,9.91
26,6,1989,28.00,18.00,0.00,20.22
27,6,1989,27.50,19.80,0.60,15.14
28,6,1989,28.30,17.40,0.00,23.96
29,6,1989,29.30,18.80,0.00,22.47
30,6,1989,27.70,18.40,0.80,14.55
1,7,1989,29.00,18.80,0.00,17.85
2,7,1989,28.10,18.40,2.90,14.41
3,7,1989,29.60,17.20,0.00,24.15
4,7,1989,29.00,17.20,0.00,21.76
5,7,1989,28.60,19.00,3.60,14.43
6,7,1989,27.40,18.80,0.00,15.04
7,7,1989,28.80,18.20,0.00,15.80
8,7,1989,29.60,17.40,0.00,21.51
9,7,1989,29.00,17.80,0.00,17.62
10,7,1989,31.00,18.60,0.00,23.65
11,7,1989,31.00,17.00,0.00,23.97
12,7,1989,31.40,19.00,0.00,25.80
13,7,1989,30.80,19.20,0.00,22.05
14,7,1989,31.20,19.00,0.00,13.46
15,7,1989,32.40,20.20,0.20,23.90
16,7,1989,30.60,20.00,0.00,13.64
17,7,1989,30.40,18.60,0.00,15.16
18,7,1989,31.20,18.40,0.00,16.84
19,7,1989,31.00,19.90,0.50,17.32
20,7,1989,29.20,19.40,0.20,14.14
21,7,1989,29.60,18.00,0.00,16.29
22,7,1989,28.00,18.40,0.70,12.65
23,7,1989,29.60,17.80,0.00,20.75
24,7,1989,28.60,19.10,51.70,16.50
25,7,1989,27.00,17.80,31.60,13.92
26,7,1989,26.40,18.50,9.30,10.26
27,7,1989,28.00,18.60,1.30,19.00
28,7,1989,28.60,17.60,0.00,20.10
29,7,1989,29.00,17.40,0.00,22.58
30,7,1989,29.90,19.00,0.00,24.61
31,7,1989,29.40,19.40,0.00,21.26
1,8,1989,29.60,19.00,0.00,15.42
2,8,1989,31.00,18.60,0.00,24.86
3,8,1989,30.20,16.80,0.00,24.12
4,8,1989,30.50,16.80,0.00,24.77
5,8,1989,31.40,18.20,2.90,19.22
6,8,1989,30.70,19.00,0.00,22.97
7,8,1989,30.40,17.60,0.00,26.58
8,8,1989,31.60,19.00,0.00,26.15
9,8,1989,31.60,19.00,0.00,17.76
10,8,1989,30.40,19.00,0.00,18.72
11,8,1989,29.50,20.00,0.00,21.09
12,8,1989,31.40,18.00,0.30,24.25
13,8,1989,30.60,19.80,9.40,16.44
14,8,1989,28.60,18.80,1.90,15.04
15,8,1989,31.00,18.40,0.20,19.15
16,8,1989,30.60,19.00,0.00,18.86
17,8,1989,30.80,17.00,0.00,13.99
18,8,1989,32.00,18.40,0.00,22.22
19,8,1989,30.10,19.20,0.00,19.40
20,8,1989,31.20,18.50,0.00,23.06
21,8,1989,30.40,18.40,15.40,19.60
22,8,1989,30.40,18.60,1.30,24.22
23,8,1989,28.60,19.60,3.50,14.71
24,8,1989,31.00,17.80,0.00,26.98
25,8,1989,29.20,16.20,34.30,21.91
26,8,1989,30.00,17.80,10.50,25.76
27,8,1989,29.00,19.40,0.10,21.16
28,8,1989,28.20,19.00,0.00,15.90
29,8,1989,29.20,18.70,2.20,16.87
30,8,1989,28.70,18.00,0.00,20.73
31,8,1989,27.20,18.40,0.00,14.34
1,9,1989,31.40,14.40,0.10,27.18
2,9,1989,31.00,19.00,0.00,24.96
3,9,1989,30.40,17.60,0.00,25.94
4,9,1989,29.20,19.30,0.00,15.66
5,9,1989,25.00,20.00,132.00,10.68
6,9,1989,26.20,18.60,0.10,14.87
7,9,1989,27.80,19.80,0.00,14.72
8,9,1989,27.60,18.20,7.70,18.43
9,9,1989,28.60,17.40,0.00,22.32
10,9,1989,25.40,20.00,5.60,12.47
11,9,1989,29.80,17.60,35.00,25.73
12,9,1989,29.60,17.80,10.20,23.80
13,9,1989,29.20,19.00,38.50,22.99
14,9,1989,28.50,15.40,16.10,24.62
15,9,1989,30.00,18.80,0.00,24.95
16,9,1989,30.00,19.60,0.00,23.33
17,9,1989,30.40,19.20,0.00,25.93
18,9,1989,29.80,17.80,0.00,25.44
19,9,1989,29.40,18.40,0.40,16.53
20,9,1989,25.80,19.00,32.60,10.86
21,9,1989,28.50,17.60,51.20,20.74
22,9,1989,27.60,18.40,10.50,20.90
23,9,1989,28.00,18.60,0.00,25.27
24,9,1989,27.90,19.00,0.40,18.13
25,9,1989,27.60,19.20,29.30,16.67
26,9,1989,28.70,17.40,0.90,18.45
27,9,1989,27.40,18.80,31.40,17.30
28,9,1989,27.60,18.00,17.00,15.35
29,9,1989,28.20,18.00,0.00,18.42
30,9,1989,29.80,18.40,0.00,25.53
1,10,1989,30.50,19.40,0.00,26.65
2,10,1989,29.00,19.40,12.20,21.62
3,10,1989,27.90,17.00,19.00,21.77
4,10,1989,25.00,19.00,1.00,13.84
5,10,1989,27.10,18.00,0.00,12.21
6,10,1989,30.00,18.00,1.20,27.20
7,10,1989,29.30,18.80,3.00,24.60
8,10,1989,28.00,20.00,4.00,16.04
9,10,1989,28.00,19.20,6.50,20.53
10,10,1989,28.60,19.50,18.80,18.75
11,10,1989,25.60,18.00,2.70,12.78
12,10,1989,27.80,17.40,0.00,17.90
13,10,1989,27.40,19.40,11.90,14.52
14,10,1989,27.00,18.80,9.80,14.02
15,10,1989,27.60,18.40,25.70,17.68
16,10,1989,29.40,18.00,36.40,24.06
17,10,1989,28.60,18.80,55.10,19.40
18,10,1989,28.60,18.20,30.40,23.20
19,10,1989,27.60,17.40,0.40,18.07
20,10,1989,28.80,18.80,1.90,18.72
21,10,1989,28.40,19.00,18.10,21.84
22,10,1989,27.60,19.50,0.00,21.33
23,10,1989,27.80,19.20,55.30,21.78
24,10,1989,25.30,17.40,11.70,10.82
25,10,1989,27.20,19.60,1.30,17.77
26,10,1989,28.00,17.00,5.00,14.11
27,10,1989,28.00,19.40,45.00,18.98
28,10,1989,26.40,18.00,0.30,11.54
29,10,1989,27.60,18.40,7.70,17.82
30,10,1989,26.20,20.00,1.50,15.28
31,10,1989,27.30,17.60,16.50,17.29
1,11,1989,27.40,19.00,4.10,15.70
2,11,1989,27.40,18.20,0.00,18.65
3,11,1989,27.60,18.20,0.00,16.90
4,11,1989,27.80,19.80,11.00,15.00
5,11,1989,27.30,19.20,9.00,16.54
6,11,1989,28.30,18.50,8.90,21.18
7,11,1989,27.40,19.40,0.00,13.84
8,11,1989,27.80,19.80,7.50,16.62
9,11,1989,25.80,18.40,0.90,9.77
10,11,1989,25.80,18.00,0.30,10.84
11,11,1989,26.80,17.80,15.40,14.38
12,11,1989,26.00,18.20,31.00,18.21
13,11,1989,27.20,17.80,1.10,15.56
14,11,1989,28.40,18.80,0.60,21.39
15,11,1989,29.60,19.50,1.30,18.13
16,11,1989,28.40,19.00,10.00,18.41
17,11,1989,26.80,18.80,0.30,16.24
18,11,1989,28.50,17.80,0.00,20.50
19,11,1989,28.90,19.00,0.00,23.53
20,11,1989,30.30,20.00,0.00,20.75
21,11,1989,27.60,19.60,1.80,9.59
22,11,1989,26.80,20.10,0.30,11.56
23,11,1989,27.60,19.80,0.00,13.83
24,11,1989,29.30,18.40,0.00,16.85
25,11,1989,28.20,18.60,0.00,16.53
26,11,1989,29.80,18.40,0.00,22.42
27,11,1989,28.60,18.60,0.00,15.43
28,11,1989,29.00,20.40,0.00,13.75
29,11,1989,29.80,20.00,0.50,19.33
30,11,1989,29.80,20.00,0.00,19.31
1,12,1989,28.80,18.80,0.20,17.18
2,12,1989,25.40,18.60,0.60,9.47
3,12,1989,27.40,18.60,7.60,12.78
4,12,1989,27.60,19.40,1.70,13.07
5,12,1989,26.20,17.70,0.00,12.30
6,12,1989,26.60,18.40,0.00,14.40
7,12,1989,29.20,18.20,0.00,21.15
8,12,1989,28.40,18.40,0.00,17.54
9,12,1989,29.00,19.00,0.00,16.03
10,12,1989,28.00,19.00,0.00,11.97
11,12,1989,28.60,19.40,0.00,17.81
12,12,1989,28.80,19.20,0.00,16.00
13,12,1989,28.00,20.20,0.00,12.55
14,12,1989,27.60,19.00,0.00,9.55
15,12,1989,29.40,18.00,0.00,21.53
16,12,1989,29.00,17.60,0.00,18.08
17,12,1989,29.20,17.80,0.00,20.78
18,12,1989,29.80,18.00,0.00,20.93
19,12,1989,30.00,17.20,0.00,20.78
20,12,1989,30.00,17.40,0.00,18.83
21,12,1989,29.80,18.40,1.10,17.63
22,12,1989,29.80,18.20,2.90,21.68
23,12,1989,27.55,19.40,0.00,18.54
24,12,1989,27.80,18.60,0.00,15.85
25,12,1989,26.20,19.00,5.80,10.31
26,12,1989,26.40,18.40,6.40,13.31
27,12,1989,25.60,18.60,1.70,11.81
28,12,1989,26.20,17.60,0.00,12.42
29,12,1989,28.20,17.00,0.00,16.18
30,12,1989,28.80,18.40,0.00,17.25
31,12,1989,29.00,19.60,0.00,18.01
1,1,1990,26.80,17.80,0.00,13.06
2,1,1990,28.20,17.80,2.40,17.74
3,1,1990,29.40,18.40,0.00,20.47
4,1,1990,30.20,19.20,2.60,21.39
5,1,1990,27.00,18.60,0.00,11.44
6,1,1990,27.40,18.20,0.00,16.29
7,1,1990,25.60,18.60,1.10,10.56
8,1,1990,27.40,17.80,0.00,10.27
9,1,1990,27.60,19.00,22.40,16.95
10,1,1990,27.20,18.00,58.00,14.84
11,1,1990,29.00,18.60,0.40,19.12
12,1,1990,27.20,19.00,0.00,12.45
13,1,1990,28.40,18.60,0.00,19.47
14,1,1990,27.00,18.40,0.00,12.18
15,1,1990,27.40,19.20,14.40,12.50
16,1,1990,29.20,17.40,1.20,23.07
17,1,1990,29.00,18.20,0.00,20.04
18,1,1990,30.00,18.60,0.00,17.92
19,1,1990,30.00,19.40,0.30,17.03
20,1,1990,29.80,20.20,0.00,20.59
21,1,1990,29.40,19.20,0.00,18.62
