day,month,year,tmax,tmin,precip,srad
23,5,2008,26.60,18.60,41.00,12.25
24,5,2008,27.40,18.20,24.60,19.42
25,5,2008,25.00,18.40,33.00,10.09
26,5,2008,25.80,18.80,0.10,10.53
27,5,2008,26.60,19.00,21.30,13.72
28,5,2008,24.00,19.00,2.20,9.60
29,5,2008,26.80,19.20,27.00,15.21
30,5,2008,26.80,18.10,0.40,15.80
31,5,2008,28.00,17.60,0.00,13.51
1,6,2008,28.60,19.20,0.60,20.15
2,6,2008,28.80,18.80,0.20,18.32
3,6,2008,27.40,19.20,0.00,15.13
4,6,2008,29.00,18.00,0.00,23.41
5,6,2008,29.20,18.20,0.00,16.91
6,6,2008,29.30,19.00,0.00,18.85
7,6,2008,28.20,19.60,0.00,14.78
8,6,2008,28.00,19.20,5.70,14.02
9,6,2008,28.40,19.20,0.00,14.91
10,6,2008,25.40,19.00,16.20,14.60
11,6,2008,29.40,17.40,0.00,22.09
12,6,2008,30.40,18.80,0.00,22.38
13,6,2008,30.20,18.80,0.00,17.57
14,6,2008,27.40,20.00,0.00,9.18
15,6,2008,28.80,19.80,0.00,16.81
16,6,2008,28.80,19.60,12.60,15.45
17,6,2008,24.40,18.60,1.80,10.96
18,6,2008,28.00,18.20,0.00,15.59
19,6,2008,28.00,19.20,28.50,14.54
20,6,2008,28.60,17.70,0.00,17.08
21,6,2008,27.00,18.00,4.90,12.60
22,6,2008,28.60,18.80,1.60,15.58
23,6,2008,27.20,18.60,0.00,15.29
24,6,2008,26.20,18.80,1.60,11.40
25,6,2008,27.00,18.80,1.60,13.79
26,6,2008,28.50,17.80,13.60,20.22
27,6,2008,27.00,17.80,1.40,11.85
28,6,2008,28.30,19.00,0.10,13.35
29,6,2008,30.00,19.00,0.00,21.88
30,6,2008,29.50,20.00,0.00,21.44
1,7,2008,30.00,20.00,0.00,20.10
2,7,2008,28.00,20.00,0.70,12.77
3,7,2008,28.20,19.40,0.00,16.52
4,7,2008,27.70,19.00,0.00,18.48
5,7,2008,28.40,19.70,0.00,17.74
6,7,2008,29.60,18.80,3.10,18.80
7,7,2008,29.00,18.80,7.20,20.31
8,7,2008,27.00,18.20,17.10,12.51
9,7,2008,26.60,18.80,3.50,12.52
10,7,2008,25.40,19.00,0.50,9.36
11,7,2008,29.00,18.00,0.00,17.66
12,7,2008,28.20,20.00,0.00,14.51
13,7,2008,28.20,19.30,3.00,17.08
14,7,2008,26.00,18.70,12.20,14.83
15,7,2008,29.20,18.30,0.00,18.93
16,7,2008,28.00,19.60,0.00,11.53
17,7,2008,28.00,18.50,1.80,21.39
18,7,2008,28.00,18.60,4.60,20.96
19,7,2008,28.20,17.10,0.00,23.71
20,7,2008,30.00,20.00,0.00,19.63
21,7,2008,30.00,19.80,0.00,21.33
22,7,2008,29.60,18.20,0.00,14.95
23,7,2008,30.60,18.60,0.00,24.89
24,7,2008,30.60,19.20,0.00,20.18
25,7,2008,30.60,18.70,1.10,21.89
26,7,2008,29.20,19.30,0.10,18.39
27,7,2008,31.60,19.80,0.00,25.32
28,7,2008,30.60,19.20,0.00,20.43
29,7,2008,30.40,19.30,0.00,21.23
30,7,2008,28.60,19.40,1.20,16.17
31,7,2008,27.20,18.80,16.10,12.03
1,8,2008,30.00,18.20,50.10,22.39
2,8,2008,28.70,17.80,20.00,23.66
3,8,2008,28.20,17.60,12.00,20.90
4,8,2008,30.00,19.30,0.00,18.60
5,8,2008,28.80,18.80,1.20,23.28
6,8,2008,27.20,19.00,0.30,17.71
7,8,2008,31.60,17.60,0.00,24.28
8,8,2008,29.40,18.70,0.00,18.54
9,8,2008,30.00,19.00,0.00,21.69
10,8,2008,28.60,19.20,0.50,12.64
11,8,2008,27.00,18.80,0.00,12.19
12,8,2008,29.20,18.90,19.20,19.26
13,8,2008,28.70,18.60,0.20,18.97
14,8,2008,30.60,18.50,0.00,22.92
15,8,2008,30.60,18.80,0.00,24.37
16,8,2008,28.80,18.60,0.00,17.14
17,8,2008,24.80,19.40,10.60,15.11
18,8,2008,26.60,17.70,0.40,15.13
19,8,2008,28.30,18.20,0.00,20.21
20,8,2008,29.20,19.20,11.90,19.60
21,8,2008,25.20,18.00,18.30,16.92
22,8,2008,25.40,17.80,31.10,18.37
23,8,2008,27.00,16.80,20.20,18.07
24,8,2008,27.00,17.00,6.50,13.95
25,8,2008,30.20,18.00,0.50,18.26
26,8,2008,29.40,18.40,2.30,19.88
27,8,2008,29.20,18.80,10.20,21.17
28,8,2008,30.97,18.20,0.20,15.91
29,8,2008,28.40,19.80,0.10,20.57
30,8,2008,29.20,18.80,0.40,19.63
31,8,2008,29.20,20.40,0.20,15.79
1,9,2008,30.00,19.60,0.00,19.33
2,9,2008,28.80,19.40,0.00,17.42
3,9,2008,26.00,19.40,10.00,9.71
4,9,2008,25.80,19.20,1.30,10.68
5,9,2008,28.00,19.00,2.10,19.87
6,9,2008,29.70,18.80,0.00,24.23
7,9,2008,27.40,19.20,0.60,11.50
8,9,2008,30.20,17.80,0.00,20.38
9,9,2008,29.60,19.20,0.00,15.86
10,9,2008,30.00,19.00,0.00,21.69
11,9,2008,31.60,19.20,0.00,22.83
12,9,2008,32.00,19.40,0.00,25.42
13,9,2008,32.00,19.80,0.00,25.75
14,9,2008,32.60,20.20,0.00,24.14
15,9,2008,26.20,19.00,1.80,9.73
16,9,2008,29.60,19.00,0.00,19.12
17,9,2008,31.00,18.70,0.00,19.93
18,9,2008,31.80,17.00,0.00,26.09
19,9,2008,24.60,18.80,33.80,13.45
20,9,2008,29.30,16.80,0.00,21.55
21,9,2008,30.00,19.00,26.00,22.84
22,9,2008,28.00,18.00,8.80,14.57
23,9,2008,28.60,18.60,0.00,18.30
24,9,2008,28.60,18.80,28.80,21.21
25,9,2008,27.40,17.60,3.60,16.50
26,9,2008,30.30,18.00,0.00,24.59
27,9,2008,30.60,18.80,0.00,22.80
28,9,2008,29.20,19.60,4.70,19.23
29,9,2008,29.20,17.20,0.90,23.91
30,9,2008,29.30,19.40,15.20,22.28
1,10,2008,27.20,17.70,0.90,15.96
2,10,2008,28.30,19.00,0.00,19.02
3,10,2008,28.00,17.70,1.00,20.94
4,10,2008,26.80,19.20,0.60,17.86
5,10,2008,26.50,19.10,14.60,15.27
6,10,2008,27.20,18.20,0.00,17.51
7,10,2008,24.00,18.50,39.40,9.60
8,10,2008,30.60,17.20,0.00,24.23
9,10,2008,29.70,17.80,0.00,24.21
10,10,2008,28.00,18.60,0.00,17.60
11,10,2008,28.20,16.60,1.10,18.71
12,10,2008,23.00,18.80,7.40,10.19
13,10,2008,26.60,17.20,2.40,17.54
14,10,2008,23.60,17.60,0.00,10.00
15,10,2008,29.80,17.20,7.40,25.66
16,10,2008,26.00,17.80,20.30,18.44
17,10,2008,29.20,18.00,0.00,22.88
18,10,2008,29.50,18.80,0.40,18.87
19,10,2008,29.50,19.20,0.00,19.96
20,10,2008,29.00,19.30,0.60,21.84
21,10,2008,29.60,19.00,0.80,19.75
22,10,2008,28.40,20.20,0.80,18.29
23,10,2008,30.60,19.40,5.80,25.55
24,10,2008,30.20,18.60,20.00,22.67
25,10,2008,29.40,18.40,0.00,25.01
26,10,2008,28.60,19.40,0.00,17.24
27,10,2008,26.60,19.70,25.10,16.74
28,10,2008,27.80,18.00,52.00,17.50
29,10,2008,27.20,18.00,0.70,21.41
30,10,2008,30.00,17.70,2.80,25.61
31,10,2008,27.64,18.00,11.90,22.28
1,11,2008,25.40,19.00,10.00,9.89
2,11,2008,25.80,18.30,10.90,12.99
3,11,2008,26.70,18.80,32.40,17.50
4,11,2008,26.00,17.80,0.00,13.11
5,11,2008,28.40,18.00,6.20,20.40
6,11,2008,28.00,17.30,0.00,20.06
7,11,2008,28.40,18.00,39.00,23.44
8,11,2008,27.40,17.80,4.70,18.91
9,11,2008,28.60,17.80,0.00,23.84
10,11,2008,29.40,18.70,0.00,23.96
11,11,2008,29.60,18.40,0.00,19.91
12,11,2008,29.00,19.00,2.10,17.26
13,11,2008,26.20,19.20,18.30,10.92
14,11,2008,25.49,18.80,12.00,9.99
15,11,2008,25.20,18.80,12.70,9.20
16,11,2008,26.80,18.40,1.80,13.94
17,11,2008,27.80,18.80,28.20,17.75
18,11,2008,25.00,19.20,4.20,9.47
19,11,2008,27.00,20.00,40.60,13.42
20,11,2008,26.00,18.90,7.80,9.75
21,11,2008,27.20,18.80,0.30,11.56
22,11,2008,28.00,19.20,6.90,16.72
23,11,2008,27.60,19.40,9.20,15.18
24,11,2008,27.00,20.00,11.60,10.76
25,11,2008,27.30,19.80,29.10,11.50
26,11,2008,23.40,19.00,17.60,9.07
27,11,2008,25.50,19.20,2.90,9.96
28,11,2008,26.40,19.00,1.40,12.37
29,11,2008,25.20,19.50,5.90,10.09
30,11,2008,27.80,18.00,0.00,19.59
1,12,2008,28.00,19.40,0.00,16.86
2,12,2008,26.20,19.40,6.60,11.72
3,12,2008,27.80,17.60,6.90,19.39
4,12,2008,27.20,17.80,3.80,18.32
5,12,2008,27.80,18.40,0.00,20.27
6,12,2008,29.60,18.80,3.90,22.36
7,12,2008,27.20,19.00,11.70,17.24
8,12,2008,28.00,19.00,0.00,19.03
9,12,2008,30.40,19.00,0.00,24.42
10,12,2008,29.80,19.00,0.00,23.81
11,12,2008,29.20,19.20,0.00,15.55
12,12,2008,28.70,19.00,0.00,17.05
13,12,2008,27.20,18.90,0.00,18.69
14,12,2008,27.70,18.80,1.50,15.24
15,12,2008,27.00,19.10,1.60,16.44
16,12,2008,29.00,19.20,0.00,19.28
17,12,2008,28.60,18.40,8.50,22.42
18,12,2008,27.20,19.00,0.00,12.09
19,12,2008,26.20,18.60,3.90,9.39
20,12,2008,24.60,18.00,15.40,10.29
21,12,2008,24.60,18.00,0.30,8.95
22,12,2008,26.80,18.30,0.00,13.90
23,12,2008,27.20,18.70,0.00,12.40
24,12,2008,29.20,19.00,0.00,20.20
25,12,2008,28.80,19.00,0.00,16.01
26,12,2008,29.00,19.00,0.00,15.57
27,12,2008,28.80,19.20,6.00,16.48
28,12,2008,28.40,18.70,0.00,18.59
29,12,2008,28.00,17.40,0.00,15.59
30,12,2008,28.40,17.20,0.00,19.06
31,12,2008,29.00,17.70,6.30,19.68
1,1,2009,28.00,19.00,36.50,15.47
2,1,2009,29.60,19.00,0.00,18.64
3,1,2009,29.00,19.00,0.10,15.19
4,1,2009,30.00,19.20,0.00,23.05
5,1,2009,27.70,19.70,20.00,15.22
6,1,2009,27.60,18.80,4.90,15.53
7,1,2009,26.70,18.70,1.90,16.00
8,1,2009,26.80,19.20,24.20,10.87
9,1,2009,29.20,18.60,10.20,19.53
10,1,2009,28.40,18.80,0.00,16.67
11,1,2009,28.70,18.70,2.00,15.77
12,1,2009,28.00,19.40,0.20,13.66
13,1,2009,27.20,19.80,4.70,12.16
14,1,2009,29.00,18.40,6.70,21.02
15,1,2009,27.80,19.00,18.00,13.72
16,1,2009,28.20,19.00,10.00,17.10
17,1,2009,25.00,19.20,1.20,9.93
18,1,2009,28.00,18.60,2.30,19.30
19,1,2009,24.20,19.60,0.70,9.04
20,1,2009,27.20,19.00,1.00,14.59
21,1,2009,28.20,17.00,0.00,21.08
22,1,2009,27.60,19.00,13.80,14.79
23,1,2009,25.60,19.20,1.00,14.04
24,1,2009,26.20,18.20,2.60,13.29
25,1,2009,27.00,18.40,0.00,13.47
26,1,2009,28.20,19.00,1.20,16.44
27,1,2009,30.00,18.20,21.40,22.22
28,1,2009,28.60,18.00,0.00,17.12
29,1,2009,28.20,18.80,23.90,16.68
30,1,2009,26.40,18.20,0.00,19.21
31,1,2009,24.60,18.80,21.60,9.23
1,2,2009,27.60,19.00,13.60,16.77
2,2,2009,29.00,18.80,0.00,14.45
3,2,2009,30.20,18.60,0.00,20.60
4,2,2009,29.00,18.70,0.00,17.49
5,2,2009,29.20,19.00,32.30,19.88
6,2,2009,28.40,18.80,0.00,20.55
7,2,2009,28.00,18.70,11.50,15.52
8,2,2009,27.20,19.20,0.60,18.56
9,2,2009,29.40,18.80,0.70,23.98
10,2,2009,30.00,19.00,0.00,20.37
11,2,2009,28.00,19.40,0.00,14.36
12,2,2009,26.80,19.60,1.20,11.03
13,2,2009,29.00,18.60,0.00,22.70
14,2,2009,25.80,19.20,8.00,9.48
15,2,2009,27.60,17.60,1.10,17.02
16,2,2009,25.60,18.20,0.40,11.59
17,2,2009,28.00,18.40,0.00,17.87
18,2,2009,29.80,18.80,7.70,21.11
19,2,2009,27.20,19.20,0.00,15.51
20,2,2009,29.60,18.70,6.50,22.31
21,2,2009,29.20,19.20,11.40,18.63
22,2,2009,30.60,18.40,0.00,26.09
23,2,2009,30.00,18.70,11.00,19.81
24,2,2009,27.80,18.20,1.10,22.11
25,2,2009,29.60,18.60,11.20,22.13
26,2,2009,29.40,19.00,2.10,19.57
27,2,2009,28.00,19.60,0.00,17.96
28,2,2009,30.40,18.20,0.00,20.10
1,3,2009,26.20,19.60,0.00,9.70
2,3,2009,27.70,19.00,24.40,15.75
3,3,2009,24.00,19.00,40.70,12.99
4,3,2009,26.00,18.20,0.20,12.84
5,3,2009,29.60,18.80,0.00,23.15
6,3,2009,28.20,19.60,0.00,14.50
7,3,2009,29.40,19.20,1.40,17.79
8,3,2009,30.60,19.00,17.60,23.87
9,3,2009,27.80,18.10,0.00,18.15
10,3,2009,28.40,18.70,0.00,18.33
11,3,2009,28.60,20.00,0.20,18.84
12,3,2009,28.20,19.80,0.30,16.39
13,3,2009,28.20,17.00,6.00,19.52
14,3,2009,28.20,17.20,5.30,19.20
15,3,2009,28.60,18.00,0.30,20.03
16,3,2009,27.20,19.00,0.00,12.31
17,3,2009,27.00,19.00,5.00,11.83
18,3,2009,27.50,18.00,3.30,17.42
19,3,2009,23.80,18.00,8.40,10.03
20,3,2009,25.40,19.00,1.80,12.17
21,3,2009,27.60,19.20,31.60,14.48
22,3,2009,25.60,18.40,6.70,13.99
23,3,2009,26.20,18.60,3.30,11.69
24,3,2009,26.00,18.70,26.40,14.48
25,3,2009,24.20,19.00,9.20,9.88
26,3,2009,27.40,18.00,2.70,19.09
27,3,2009,28.20,18.40,5.00,18.59
28,3,2009,28.40,18.20,1.50,15.47
29,3,2009,23.40,19.00,12.10,9.88
30,3,2009,28.40,17.40,4.60,23.67
31,3,2009,25.80,19.40,1.90,9.88
1,4,2009,27.40,17.80,8.40,17.10
2,4,2009,26.70,18.80,0.20,15.29
3,4,2009,28.00,18.20,0.30,17.57
4,4,2009,27.40,18.20,1.20,16.25
5,4,2009,29.60,18.80,0.00,23.77
6,4,2009,29.70,18.20,0.00,21.80
7,4,2009,28.20,18.50,0.00,18.19
8,4,2009,23.60,20.00,27.90,9.85
9,4,2009,27.60,18.40,6.50,18.32
10,4,2009,27.20,18.80,46.00,14.56
11,4,2009,29.60,18.00,11.10,23.18
12,4,2009,26.40,17.80,0.00,19.91
13,4,2009,29.20,18.20,3.30,19.73
14,4,2009,27.00,18.80,32.20,11.59
15,4,2009,28.20,17.60,0.00,17.58
16,4,2009,30.50,19.60,0.00,24.36
17,4,2009,30.40,19.00,0.00,17.06
18,4,2009,29.40,19.00,0.50,12.68
19,4,2009,29.40,19.00,1.20,14.28
20,4,2009,30.00,19.00,1.60,17.49
21,4,2009,27.80,19.60,0.00,10.07
22,4,2009,29.80,18.30,0.00,22.58
23,4,2009,29.80,18.80,26.90,22.40
24,4,2009,28.60,18.20,0.00,19.32
25,4,2009,29.80,18.60,0.60,17.54
26,4,2009,30.20,19.60,0.00,20.39
27,4,2009,30.60,19.00,0.50,22.60
28,4,2009,30.70,20.20,0.00,16.83
29,4,2009,30.60,20.00,1.80,21.42
30,4,2009,30.20,17.80,3.70,12.18
1,5,2009,29.20,18.20,37.00,15.81
2,5,2009,29.00,18.00,22.80,20.22
3,5,2009,26.60,17.20,4.20,15.30
4,5,2009,24.40,18.20,0.80,11.01
5,5,2009,27.30,17.40,0.00,19.50
6,5,2009,27.80,17.60,1.20,14.44
7,5,2009,29.40,20.10,0.60,17.88
8,5,2009,29.50,19.60,0.00,19.73
9,5,2009,30.60,20.00,0.00,22.05
10,5,2009,31.20,20.00,0.00,25.45
11,5,2009,29.30,21.00,0.00,12.47
12,5,2009,30.40,20.00,35.20,21.02
13,5,2009,27.00,18.00,0.60,12.43
14,5,2009,27.50,19.70,0.00,15.52
15,5,2009,28.20,19.10,0.00,19.53
16,5,2009,28.80,19.00,5.80,17.49
17,5,2009,26.40,18.50,0.00,11.59
18,5,2009,29.80,18.00,0.00,22.69
19,5,2009,29.50,18.60,0.00,15.41
20,5,2009,31.00,18.10,0.00,22.01
21,5,2009,28.80,18.50,0.00,14.14
22,5,2009,30.20,18.00,0.00,22.71
23,5,2009,30.90,19.80,0.00,22.07
24,5,2009,29.40,19.20,15.00,18.37
25,5,2009,28.30,18.10,0.00,15.29
26,5,2009,29.80,18.20,0.00,20.92
27,5,2009,27.70,18.90,26.50,14.34
28,5,2009,28.60,18.50,0.20,11.74
29,5,2009,29.60,17.60,10.20,14.16
30,5,2009,28.40,17.60,0.00,17.03
31,5,2009,28.80,18.20,0.00,15.64
1,6,2009,30.30,17.30,0.00,21.38
2,6,2009,31.80,18.10,0.00,24.99
3,6,2009,32.00,18.20,0.00,22.25
4,6,2009,31.70,18.00,0.10,18.75
5,6,2009,30.20,17.60,1.40,13.00
6,6,2009,29.00,18.00,0.00,17.66
7,6,2009,30.00,17.30,1.20,22.17
8,6,2009,29.90,17.00,0.00,17.18
9,6,2009,32.00,18.00,3.20,23.33
10,6,2009,27.20,17.70,20.00,14.91
11,6,2009,29.00,17.00,7.70,15.20
12,6,2009,29.40,16.80,0.20,19.09
13,6,2009,26.20,17.30,0.00,9.18
14,6,2009,28.00,16.60,0.00,21.47
15,6,2009,27.10,17.00,47.90,13.22
16,6,2009,27.50,16.40,6.50,15.76
17,6,2009,30.60,16.70,0.00,19.04
18,6,2009,28.60,17.20,0.00,10.81
19,6,2009,32.00,17.00,0.00,23.97
20,6,2009,27.00,18.20,0.00,9.46
21,6,2009,29.30,17.20,12.00,19.47
22,6,2009,25.40,16.90,12.60,10.80
23,6,2009,26.80,16.60,0.00,9.76
24,6,2009,28.80,15.30,0.00,20.22
25,6,2009,28.00,16.20,0.00,13.34
26,6,2009,32.00,17.00,0.00,25.30
27,6,2009,30.00,17.80,0.00,17.23
28,6,2009,30.60,16.30,0.00,14.54
29,6,2009,29.60,18.00,0.00,16.64
30,6,2009,27.30,17.80,0.00,12.61
1,7,2009,28.80,16.80,0.30,16.20
2,7,2009,29.20,16.30,0.50,18.30
3,7,2009,27.00,17.80,0.20,11.27
4,7,2009,29.60,18.00,0.00,18.17
5,7,2009,29.20,16.90,0.00,14.88
6,7,2009,28.00,17.80,0.00,10.84
7,7,2009,31.00,17.70,0.00,18.05
8,7,2009,25.80,17.60,0.00,9.20
9,7,2009,31.10,16.90,0.00,22.13
10,7,2009,30.00,17.50,0.00,18.99
11,7,2009,28.00,16.80,0.00,9.97
12,7,2009,31.10,17.40,0.00,24.44
13,7,2009,32.20,19.20,0.00,24.46
14,7,2009,30.70,17.50,0.50,14.52
15,7,2009,30.70,16.00,0.00,17.25
16,7,2009,32.00,17.30,0.00,22.11
17,7,2009,33.60,20.40,0.00,23.34
18,7,2009,31.90,17.20,0.00,20.79
19,7,2009,33.00,19.00,0.00,20.65
20,7,2009,31.30,18.60,0.00,17.79
21,7,2009,31.20,18.60,3.40,20.55
22,7,2009,30.00,18.20,31.20,14.02
23,7,2009,29.00,18.70,0.00,18.46
24,7,2009,32.60,18.40,0.00,19.24
25,7,2009,32.20,21.00,0.00,24.16
26,7,2009,30.40,19.80,0.00,13.32
27,7,2009,32.60,21.00,0.00,15.79
28,7,2009,34.20,18.40,0.00,22.71
29,7,2009,29.30,21.00,0.00,11.37
30,7,2009,33.00,18.90,0.00,22.92
31,7,2009,32.50,19.00,0.00,23.87
1,8,2009,30.00,18.30,0.00,19.28
2,8,2009,35.00,20.00,0.00,25.94
3,8,2009,33.80,18.60,0.00,23.66
4,8,2009,34.90,21.60,0.20,23.38
5,8,2009,29.53,19.00,0.00,14.57
6,8,2009,28.50,19.80,5.40,11.94
7,8,2009,32.00,18.60,0.00,14.76
8,8,2009,27.10,19.00,3.00,9.48
9,8,2009,31.50,18.50,0.00,20.10
10,8,2009,33.70,18.70,0.00,22.62
11,8,2009,33.50,18.40,0.00,16.08
12,8,2009,33.80,20.00,0.00,26.29
13,8,2009,31.98,18.60,0.50,19.57
14,8,2009,33.40,20.70,0.00,22.74
15,8,2009,32.60,19.60,0.00,22.77
16,8,2009,31.00,21.00,0.40,16.81
17,8,2009,31.12,19.70,0.30,12.10
18,8,2009,30.20,19.70,5.10,12.90
19,8,2009,31.10,18.70,10.50,19.08
20,8,2009,28.20,20.30,32.80,16.41
21,8,2009,27.70,18.50,4.70,11.20
22,8,2009,31.00,19.70,12.60,26.45
23,8,2009,29.40,19.40,22.50,19.01
24,8,2009,30.00,18.70,8.00,20.78
25,8,2009,31.00,17.90,2.40,23.82
26,8,2009,28.40,18.60,0.00,16.35
27,8,2009,31.80,18.10,0.00,21.47
28,8,2009,32.50,19.00,0.00,22.29
29,8,2009,32.50,20.80,0.00,20.55
30,8,2009,31.20,20.00,0.20,24.74
31,8,2009,30.70,18.60,0.00,24.27
1,9,2009,31.30,19.50,0.00,25.10
2,9,2009,33.00,20.00,0.00,24.47
3,9,2009,33.30,20.00,0.30,24.33
4,9,2009,32.00,19.10,2.20,21.61
5,9,2009,30.00,18.40,0.00,21.14
6,9,2009,33.80,19.20,0.20,26.15
7,9,2009,30.20,20.40,0.70,20.84
8,9,2009,32.60,19.00,0.00,25.21
9,9,2009,33.10,19.00,4.20,24.25
10,9,2009,32.60,19.50,0.00,21.68
11,9,2009,32.40,18.70,0.00,20.88
12,9,2009,33.60,19.20,0.00,22.66
13,9,2009,31.60,17.50,0.00,23.32
14,9,2009,33.20,19.40,4.90,26.07
15,9,2009,29.80,18.00,22.10,17.82
16,9,2009,25.60,17.90,8.80,15.72
17,9,2009,29.40,18.20,0.00,18.31
18,9,2009,31.40,18.60,0.00,24.63
19,9,2009,31.00,18.80,0.80,21.88
20,9,2009,31.00,19.60,0.00,19.12
21,9,2009,32.50,19.60,1.00,24.30
22,9,2009,32.30,18.20,0.00,19.76
23,9,2009,33.20,19.00,0.00,26.73
24,9,2009,34.70,18.90,0.00,25.59
25,9,2009,32.80,20.50,0.00,22.34
26,9,2009,33.30,20.40,0.00,24.60
27,9,2009,34.20,18.50,0.00,22.81
28,9,2009,31.40,18.20,0.50,15.84
29,9,2009,35.40,19.00,0.00,25.06
30,9,2009,36.00,21.20,0.00,24.23
1,10,2009,35.10,22.20,0.00,22.76
2,10,2009,35.40,20.20,0.00,23.56
3,10,2009,33.00,20.80,0.50,17.40
4,10,2009,33.60,21.80,0.00,17.88
5,10,2009,32.20,18.80,0.00,19.48
6,10,2009,34.00,18.00,0.00,23.65
7,10,2009,33.80,19.80,1.40,19.12
8,10,2009,33.20,20.10,0.00,17.01
9,10,2009,36.50,21.20,0.00,24.72
10,10,2009,32.40,21.00,0.10,24.53
11,10,2009,30.00,19.60,0.00,14.07
12,10,2009,30.70,18.80,0.60,19.51
13,10,2009,30.60,19.00,0.00,20.29
14,10,2009,28.10,19.00,1.70,13.06
15,10,2009,27.00,18.60,0.00,12.24
16,10,2009,31.50,18.10,0.00,18.78
17,10,2009,34.00,18.80,0.00,25.31
18,10,2009,32.80,19.80,24.30,23.36
19,10,2009,28.80,18.00,2.20,20.62
20,10,2009,26.75,18.00,0.00,22.03
21,10,2009,29.90,19.20,0.00,23.11
22,10,2009,26.33,20.60,0.00,19.43
23,10,2009,31.00,21.00,1.00,16.39
24,10,2009,29.00,18.20,1.30,17.47
25,10,2009,30.00,18.60,0.20,21.09
26,10,2009,33.30,20.80,0.00,25.48
27,10,2009,31.50,19.70,0.00,18.50
28,10,2009,33.40,18.50,0.00,24.31
29,10,2009,33.20,20.60,48.20,23.17
30,10,2009,25.60,18.20,14.00,10.72
31,10,2009,27.10,18.20,9.60,15.41
1,11,2009,25.00,19.00,6.40,13.19
2,11,2009,26.80,19.00,3.10,17.87
3,11,2009,25.90,18.30,1.10,14.24
4,11,2009,27.40,18.70,2.40,15.47
5,11,2009,26.80,18.80,1.00,9.84
6,11,2009,25.00,18.50,17.70,13.40
7,11,2009,27.50,19.30,0.00,15.09
8,11,2009,27.30,19.20,14.20,14.44
9,11,2009,28.58,20.60,0.00,20.93
10,11,2009,30.00,19.80,45.00,19.20
11,11,2009,29.20,18.40,11.30,18.55
12,11,2009,27.80,18.70,0.00,18.83
13,11,2009,27.73,20.70,16.00,15.87
14,11,2009,28.20,19.20,0.00,14.00
15,11,2009,29.80,19.83,0.50,20.74
16,11,2009,29.00,18.80,2.90,19.95
17,11,2009,27.30,19.80,5.20,16.24
18,11,2009,28.10,18.70,0.00,19.43
19,11,2009,29.60,19.90,0.00,20.48
20,11,2009,32.00,20.70,0.40,23.05
21,11,2009,29.30,21.10,0.00,17.52
22,11,2009,30.30,20.00,0.00,13.54
23,11,2009,30.30,19.90,0.00,18.09
24,11,2009,28.50,20.50,0.00,13.05
25,11,2009,30.80,19.80,0.00,23.51
26,11,2009,30.30,19.70,1.20,20.91
27,11,2009,30.20,21.20,0.00,18.91
28,11,2009,28.20,20.40,0.00,12.84
29,11,2009,27.70,20.50,24.20,16.00
30,11,2009,29.00,20.70,0.20,14.02
1,12,2009,30.00,20.40,2.20,17.03
2,12,2009,27.40,20.00,0.00,22.29
3,12,2009,30.60,20.30,0.00,21.22
4,12,2009,30.00,20.80,0.00,19.39
5,12,2009,30.60,20.00,0.00,18.17
6,12,2009,30.00,19.70,0.00,20.27
7,12,2009,31.50,18.80,0.00,22.21
8,12,2009,30.40,18.30,0.00,21.44
9,12,2009,26.50,19.20,0.10,8.82
10,12,2009,29.70,19.00,0.00,22.17
11,12,2009,29.60,18.70,0.00,17.06
12,12,2009,27.70,19.20,0.00,9.71
13,12,2009,30.00,18.30,0.00,20.49
14,12,2009,31.20,19.80,0.00,20.64
15,12,2009,31.80,19.80,0.00,23.18
16,12,2009,31.00,20.60,0.00,23.63
17,12,2009,30.70,18.80,57.50,19.13
18,12,2009,29.60,18.40,1.40,16.58
19,12,2009,23.80,19.60,14.20,8.79
20,12,2009,26.70,19.30,4.60,11.34
21,12,2009,26.20,19.20,0.00,10.29
22,12,2009,29.60,19.20,0.00,22.28
23,12,2009,28.40,19.40,7.60,19.44
24,12,2009,27.70,19.20,0.40,16.60
25,12,2009,28.00,19.80,5.90,14.05
26,12,2009,27.60,19.20,0.40,16.46
27,12,2009,29.70,19.70,0.00,19.47
28,12,2009,29.00,18.10,1.40,21.73
29,12,2009,28.60,18.80,0.00,22.49
30,12,2009,29.70,18.60,0.00,19.95
31,12,2009,29.80,19.00,0.00,24.18
1,1,2010,30.00,19.10,0.00,23.44
2,1,2010,30.20,18.80,0.00,24.52
3,1,2010,30.80,18.80,0.00,23.03
4,1,2010,30.60,18.40,0.00,24.56
5,1,2010,30.00,18.20,0.00,23.37
6,1,2010,30.20,19.40,0.00,19.77
7,1,2010,30.50,19.40,3.10,21.91
8,1,2010,31.20,20.10,0.00,22.08
9,1,2010,31.10,19.40,0.00,22.71
10,1,2010,29.80,19.80,0.00,17.27
11,1,2010,30.20,19.60,0.00,17.75
12,1,2010,30.70,17.80,0.00,23.86
13,1,2010,30.60,19.00,0.00,22.97
14,1,2010,31.50,20.00,0.00,19.80
15,1,2010,31.80,18.80,0.00,22.58
16,1,2010,31.00,21.00,0.00,15.57
17,1,2010,32.90,21.00,0.00,23.10
18,1,2010,31.50,19.50,0.00,20.99
19,1,2010,32.60,19.20,0.40,18.25
